gender,age,state_of_origin,institution_tier,skills_score,experience_years,gap_years,referral,communication_score,hiring_decision,actual_performance_score
0,38,Tier2,Tier2_College,61.5,6,2,1,82.8,0,65.0
1,42,Tier2,Tier3_College,80.0,3,0,0,68.9,0,62.2
1,39,Tier2,Tier2_College,90.5,3,0,0,71.2,1,77.6
0,32,Tier2,IIT_NIT,75.6,1,1,0,75.8,0,62.9
1,25,Metro,Tier2_College,58.7,4,0,1,82.3,0,47.0
1,37,Tier2,Tier2_College,65.8,1,0,1,48.3,0,51.4
1,38,Tier2,Tier2_College,73.8,3,0,0,74.5,1,63.7
0,30,Tier2,Tier2_College,63.9,4,1,0,65.2,1,61.5
0,27,Tier3,Tier2_College,78.0,2,1,0,83.2,1,54.0
0,45,Tier2,Tier3_College,57.8,3,0,0,51.9,0,37.4
1,41,Metro,IIT_NIT,90.6,4,0,0,61.9,1,68.5
1,23,Tier2,Tier2_College,66.8,5,0,1,65.0,0,50.2
1,30,Tier2,Tier3_College,59.2,7,0,0,79.4,0,52.4
1,42,Metro,Tier2_College,76.3,11,0,0,86.9,1,62.6
1,27,Metro,Tier2_College,54.3,8,0,0,69.2,1,43.0
1,24,Tier2,Tier2_College,70.1,6,0,0,77.5,1,46.9
0,41,Tier3,Tier2_College,87.6,4,0,0,55.6,0,73.7
1,27,Tier2,Tier2_College,51.0,7,0,0,69.5,0,46.7
0,28,Tier3,Tier2_College,84.7,3,3,0,68.7,0,61.0
1,22,Tier3,Tier3_College,49.9,2,0,0,90.9,0,34.6
1,44,Metro,Tier2_College,79.5,4,0,1,85.2,1,67.5
1,22,Tier2,IIT_NIT,54.7,4,0,0,84.0,1,44.5
0,26,Tier2,Tier3_College,84.7,6,1,0,61.5,1,62.5
0,27,Metro,Tier2_College,59.9,6,3,0,47.2,0,57.4
0,34,Tier2,IIT_NIT,63.0,6,0,0,92.5,0,40.1
0,23,Tier2,Tier3_College,54.9,2,0,0,45.3,0,48.4
0,36,Metro,Tier2_College,34.2,4,1,0,62.9,0,46.9
1,36,Tier3,Tier3_College,52.0,6,0,0,65.9,0,26.3
1,34,Tier3,Tier2_College,44.4,2,0,1,83.2,1,24.5
0,35,Tier3,Tier3_College,39.4,3,0,1,76.8,0,44.4
0,43,Metro,Tier2_College,72.1,2,0,0,60.6,1,55.7
1,28,Tier3,Tier2_College,89.3,1,0,0,70.3,1,69.2
1,35,Metro,Tier3_College,93.2,1,0,0,64.3,0,75.3
1,45,Metro,Tier3_College,51.7,3,0,0,63.5,0,27.9
1,31,Tier3,Tier3_College,66.5,3,0,0,76.5,0,58.8
1,38,Tier2,Tier2_College,84.3,9,0,0,52.8,1,58.7
1,35,Tier2,Tier3_College,49.6,3,1,1,72.7,1,45.2
1,29,Tier2,Tier2_College,84.9,8,1,0,62.3,0,51.0
0,25,Metro,IIT_NIT,85.1,6,1,1,41.9,1,70.3
1,37,Tier2,IIT_NIT,40.8,3,0,0,67.4,0,33.3
0,45,Tier2,Tier3_College,35.0,5,0,0,76.7,0,31.8
1,34,Tier2,Tier3_College,62.4,5,0,0,73.3,0,61.9
0,43,Tier2,Tier2_College,81.1,2,0,0,50.6,0,60.0
1,41,Tier3,Tier3_College,46.7,5,0,0,69.8,0,50.9
1,39,Tier2,Tier3_College,39.5,3,3,0,49.2,0,19.5
1,35,Tier2,Tier2_College,68.9,5,0,0,95.9,0,71.4
1,39,Tier3,Tier2_College,76.9,5,2,1,69.6,1,54.7
0,26,Tier2,Tier3_College,58.5,3,1,0,72.6,0,50.8
0,30,Metro,IIT_NIT,59.6,4,2,1,85.2,0,51.6
0,24,Metro,Tier2_College,76.8,5,1,1,69.9,0,57.2
0,29,Tier2,Tier2_College,55.8,4,0,1,66.7,0,52.0
1,41,Metro,Tier2_College,56.9,7,0,1,62.4,0,48.4
0,43,Tier2,Tier2_College,71.9,7,2,0,39.8,0,61.6
1,31,Metro,Tier2_College,73.4,2,0,1,64.3,1,51.5
1,43,Metro,Tier3_College,64.9,2,0,1,74.7,1,54.0
1,40,Tier2,Tier2_College,88.8,4,0,0,71.1,0,62.5
0,42,Tier3,Tier3_College,78.5,3,3,1,66.2,0,56.7
1,24,Tier2,Tier3_College,63.1,3,0,0,55.4,0,41.0
1,32,Tier3,Tier3_College,49.9,10,0,0,59.8,0,48.6
1,32,Tier3,Tier3_College,81.9,4,0,1,79.1,1,62.8
1,38,Metro,Tier2_College,82.4,7,1,0,75.3,1,57.6
1,37,Metro,IIT_NIT,66.6,1,1,0,56.3,0,58.2
0,28,Tier3,IIT_NIT,71.9,4,3,0,76.6,0,39.6
1,25,Tier3,Tier3_College,77.8,3,0,0,87.2,1,54.0
0,44,Tier2,Tier3_College,90.4,2,2,0,53.5,0,65.6
0,40,Tier3,Tier2_College,80.4,4,0,1,62.5,0,57.0
0,33,Metro,Tier3_College,74.2,7,1,1,65.3,0,67.0
0,36,Metro,IIT_NIT,81.0,2,0,0,54.4,0,69.9
0,32,Tier2,Tier2_College,84.1,3,0,0,64.6,0,69.6
0,26,Tier2,Tier3_College,71.8,3,1,0,69.5,0,44.9
1,26,Metro,IIT_NIT,80.8,2,1,0,75.6,1,57.7
1,36,Metro,Tier2_College,58.5,5,0,1,97.1,1,47.8
1,39,Metro,Tier3_College,82.5,2,1,0,61.2,0,69.0
1,32,Tier2,Tier3_College,58.6,6,0,1,56.4,0,44.8
0,33,Tier3,Tier2_College,53.9,6,0,0,76.1,0,45.4
1,23,Tier3,Tier2_College,66.2,2,0,0,79.6,0,56.2
1,41,Tier2,Tier2_College,49.2,2,0,1,44.3,0,45.3
0,36,Tier2,IIT_NIT,59.6,0,0,0,54.5,0,47.9
1,41,Tier2,Tier3_College,73.3,5,0,0,48.5,1,54.0
0,25,Metro,IIT_NIT,71.9,4,0,0,80.1,1,54.6
1,43,Metro,IIT_NIT,77.0,4,0,1,84.2,0,55.8
1,39,Metro,Tier2_College,77.2,8,0,0,72.3,1,68.3
0,27,Tier3,Tier3_College,73.2,4,2,1,76.5,0,55.6
0,44,Tier3,IIT_NIT,56.1,1,0,0,71.1,0,58.9
1,40,Tier2,IIT_NIT,80.9,1,0,0,74.5,0,59.1
1,32,Tier2,IIT_NIT,66.5,2,0,1,63.9,1,42.0
0,45,Metro,Tier2_College,71.4,4,2,0,50.7,0,76.5
1,23,Tier2,Tier2_College,69.5,1,0,0,66.6,0,60.4
0,29,Tier2,Tier2_College,90.0,4,0,0,64.8,1,60.5
1,32,Tier2,Tier3_College,51.3,4,0,0,76.7,1,32.0
1,26,Metro,Tier3_College,63.2,3,0,0,75.4,0,65.7
0,39,Tier3,Tier3_College,75.4,4,2,0,62.4,0,50.7
0,44,Tier2,Tier2_College,68.3,6,1,0,68.3,0,53.7
0,39,Tier3,Tier2_College,61.2,2,3,0,50.8,0,50.8
0,35,Tier3,Tier2_College,41.1,5,1,0,56.8,0,42.3
0,43,Tier3,Tier2_College,64.0,10,1,1,72.9,0,69.0
1,31,Metro,IIT_NIT,73.1,4,0,1,67.7,1,62.6
0,24,Metro,Tier3_College,75.6,2,1,0,64.9,0,72.6
1,30,Metro,Tier2_College,65.6,6,0,0,79.3,1,61.1
1,24,Metro,Tier2_College,70.5,3,0,1,63.9,1,63.5
1,32,Tier2,Tier2_College,52.0,4,0,1,64.2,1,46.2
1,33,Tier2,Tier2_College,73.5,2,1,0,49.0,0,50.7
0,33,Tier2,Tier3_College,68.1,4,0,1,78.0,0,67.8
1,24,Metro,IIT_NIT,70.3,5,0,1,88.0,1,52.4
1,42,Tier3,Tier3_College,64.9,2,0,0,79.2,0,57.1
0,28,Metro,Tier2_College,71.0,6,2,0,70.1,0,41.2
0,35,Metro,Tier3_College,76.9,5,0,0,53.9,0,65.5
1,45,Tier2,Tier2_College,71.6,6,0,0,64.2,0,68.1
1,32,Tier3,Tier3_College,42.5,1,0,0,57.4,0,23.2
0,28,Tier2,Tier2_College,71.9,6,1,1,55.3,0,60.4
0,42,Metro,Tier2_College,62.6,2,1,0,63.3,0,33.6
0,31,Tier2,IIT_NIT,58.1,4,1,0,59.8,0,45.7
1,32,Metro,Tier2_College,86.9,2,0,1,85.8,1,75.6
1,36,Metro,Tier2_College,54.9,4,0,1,73.5,1,38.9
1,40,Tier2,Tier2_College,56.5,2,2,0,86.1,0,47.2
0,37,Metro,Tier2_College,36.6,8,0,0,59.3,0,34.4
0,43,Metro,IIT_NIT,88.2,2,0,0,72.4,1,62.7
1,42,Tier2,Tier3_College,80.5,2,0,0,67.2,0,57.6
0,41,Tier3,Tier2_College,63.3,1,0,1,69.0,0,53.1
0,33,Tier3,IIT_NIT,76.6,4,0,0,73.0,0,66.3
1,39,Tier2,Tier3_College,36.8,2,0,1,83.6,0,16.4
0,44,Metro,Tier3_College,74.7,3,1,0,63.7,0,75.6
1,34,Metro,Tier3_College,56.0,2,3,0,72.9,0,39.9
0,26,Metro,Tier3_College,91.4,4,3,0,79.1,0,75.5
0,25,Tier2,IIT_NIT,73.1,4,2,0,87.7,1,61.3
0,35,Tier2,Tier3_College,69.8,2,3,0,66.0,0,54.9
1,29,Tier2,Tier2_College,56.5,8,1,1,67.8,0,42.4
1,30,Tier2,IIT_NIT,56.6,9,0,0,68.7,0,42.7
1,40,Metro,Tier3_College,76.3,1,0,1,49.2,0,54.9
1,24,Tier2,Tier2_College,56.4,2,0,1,73.8,1,38.6
0,26,Metro,Tier2_College,55.8,3,1,0,60.4,0,28.4
1,42,Tier2,IIT_NIT,87.7,3,0,1,56.5,1,73.1
1,39,Tier2,Tier2_College,72.0,7,0,1,76.8,1,50.8
1,22,Tier2,Tier2_College,52.7,3,0,0,69.1,0,63.1
0,29,Tier2,Tier2_College,75.7,2,1,0,75.4,0,62.7
1,40,Tier2,IIT_NIT,64.1,2,0,1,69.6,0,49.3
0,38,Metro,Tier2_College,43.3,5,2,0,53.5,0,39.7
0,38,Metro,Tier2_College,61.0,3,0,0,70.0,0,38.5
1,32,Tier2,Tier2_College,53.3,4,0,1,46.9,0,57.7
1,23,Metro,Tier3_College,71.6,5,0,0,82.3,1,53.7
0,27,Tier2,Tier2_College,58.8,4,3,0,81.6,0,57.5
0,43,Tier2,Tier3_College,69.3,6,3,0,61.6,0,59.1
1,35,Tier3,IIT_NIT,77.3,1,0,1,70.3,1,73.4
1,24,Tier3,Tier2_College,100.0,4,0,0,84.1,0,79.3
1,33,Metro,IIT_NIT,95.7,5,2,1,72.8,1,67.9
1,25,Tier3,Tier2_College,71.1,4,0,0,47.5,0,59.6
1,33,Tier2,IIT_NIT,67.3,4,0,0,86.9,0,53.7
0,34,Tier2,Tier2_College,59.7,7,0,0,58.9,0,50.7
1,23,Metro,Tier2_College,45.0,6,0,1,70.2,1,39.3
1,23,Tier3,Tier2_College,36.0,3,0,0,87.3,0,18.1
0,36,Metro,Tier2_College,56.2,3,2,0,97.5,0,49.2
1,44,Tier3,Tier3_College,90.9,5,0,0,59.3,0,56.3
0,38,Metro,Tier2_College,90.4,5,2,0,79.9,1,74.8
1,28,Tier2,Tier3_College,69.0,6,0,0,73.4,1,58.8
1,35,Tier2,Tier3_College,74.5,3,0,0,91.3,0,66.1
1,33,Metro,Tier2_College,59.5,0,0,0,69.8,0,44.8
1,38,Metro,Tier3_College,67.6,5,2,1,77.2,0,41.3
1,35,Tier2,Tier3_College,57.1,4,0,0,64.1,0,43.3
1,27,Metro,Tier2_College,57.1,2,0,0,95.0,0,43.0
1,40,Tier2,Tier3_College,76.6,4,0,0,63.8,1,66.8
0,45,Tier2,Tier3_College,59.5,5,1,1,58.9,1,60.2
1,27,Tier3,Tier2_College,74.9,8,2,0,76.3,1,70.4
0,39,Tier2,Tier2_College,65.9,1,0,0,55.3,0,48.1
1,45,Metro,Tier3_College,87.9,5,0,1,77.3,1,62.9
1,26,Metro,Tier3_College,75.7,4,0,1,69.0,0,69.5
1,45,Metro,IIT_NIT,71.4,10,2,0,65.8,1,51.0
0,45,Tier3,IIT_NIT,48.0,4,0,0,61.3,0,30.8
0,27,Tier3,Tier3_College,61.1,5,0,0,50.1,0,53.9
1,23,Metro,IIT_NIT,67.3,5,3,1,58.6,0,44.6
0,29,Metro,Tier3_College,68.8,3,0,0,61.3,0,49.2
0,36,Tier3,Tier2_College,77.3,6,0,0,88.9,0,62.7
0,36,Tier3,IIT_NIT,70.9,6,2,0,55.1,0,61.0
1,32,Tier3,IIT_NIT,53.5,4,0,0,89.5,0,46.0
1,43,Tier3,Tier2_College,76.3,3,0,0,75.7,0,56.2
0,43,Tier2,IIT_NIT,61.5,6,3,1,62.1,0,42.9
0,45,Metro,Tier2_College,58.9,4,1,0,61.3,0,34.3
0,22,Tier2,Tier2_College,52.6,0,0,0,66.3,0,39.9
1,39,Tier2,Tier2_College,63.1,8,0,1,92.9,1,48.1
1,33,Tier2,Tier3_College,60.2,6,0,0,53.8,0,63.5
0,33,Tier2,Tier2_College,84.3,2,3,0,61.1,0,57.3
0,32,Metro,Tier2_College,64.3,3,0,0,78.9,1,50.6
0,29,Metro,Tier2_College,75.5,4,0,0,66.4,0,51.5
1,28,Tier2,Tier2_College,42.8,5,0,1,71.6,0,22.9
1,44,Metro,Tier3_College,78.4,3,0,1,46.4,1,61.6
0,42,Tier2,Tier3_College,77.0,3,2,0,67.5,0,48.4
0,23,Tier3,Tier2_College,47.6,4,1,0,68.5,0,38.5
0,32,Tier3,Tier3_College,55.8,5,3,0,61.7,0,40.0
1,43,Tier2,Tier2_College,58.7,2,0,0,66.5,0,36.8
0,31,Tier2,IIT_NIT,65.2,1,0,0,80.0,1,50.7
1,24,Metro,Tier2_College,58.1,7,0,1,80.1,0,50.6
1,41,Tier2,Tier3_College,64.6,5,0,0,74.7,1,62.3
0,31,Tier2,Tier2_College,77.1,3,1,0,90.5,0,48.5
0,39,Tier2,Tier3_College,60.2,3,0,1,61.2,0,50.8
0,35,Tier3,Tier2_College,72.2,2,3,0,63.2,0,45.7
1,39,Tier2,Tier2_College,70.5,2,1,0,90.8,0,61.5
1,45,Metro,Tier3_College,26.6,1,3,1,68.3,0,22.2
1,29,Metro,Tier2_College,56.7,1,0,0,95.9,1,50.2
1,31,Tier2,Tier3_College,81.8,6,0,0,68.9,0,61.9
0,43,Tier2,Tier3_College,55.5,3,1,1,79.2,0,52.9
1,34,Tier3,Tier3_College,53.0,8,0,1,77.4,0,35.2
1,42,Tier2,IIT_NIT,82.5,5,0,0,60.1,0,65.1
0,29,Tier2,Tier2_College,70.1,1,0,0,69.9,0,59.5
1,25,Tier2,Tier3_College,88.4,5,0,0,75.6,1,76.1
1,25,Tier2,Tier2_College,61.5,7,0,0,76.3,0,40.7
1,26,Tier2,Tier2_College,84.8,4,1,1,96.0,1,62.9
1,22,Tier2,IIT_NIT,55.6,3,2,1,77.7,0,36.7
1,38,Tier2,Tier2_College,32.0,1,0,1,68.6,1,26.8
1,23,Metro,Tier2_College,77.4,8,0,1,60.2,1,65.6
0,29,Tier3,Tier2_College,76.0,8,2,1,64.0,0,61.5
0,28,Metro,Tier2_College,77.4,3,0,0,61.8,0,54.4
1,36,Metro,IIT_NIT,65.1,3,2,1,62.9,1,57.2
0,26,Metro,IIT_NIT,88.5,3,2,0,66.8,0,61.8
0,23,Metro,Tier3_College,80.1,4,0,0,50.9,0,49.7
1,28,Tier2,Tier3_College,79.5,3,0,0,45.7,0,55.9
1,29,Metro,IIT_NIT,69.7,3,1,1,76.3,1,48.3
1,28,Metro,Tier2_College,49.1,3,2,0,100.0,0,33.2
1,28,Tier2,Tier2_College,68.9,2,0,1,81.3,1,54.5
0,35,Tier2,Tier2_College,73.0,4,1,0,54.6,0,49.8
0,42,Metro,Tier3_College,96.5,3,1,0,78.5,1,80.2
0,39,Tier2,Tier3_College,71.7,3,0,0,97.5,0,56.1
1,27,Tier2,Tier3_College,53.4,2,1,0,64.2,1,38.7
1,25,Tier3,Tier2_College,74.5,2,0,1,52.7,1,60.8
0,31,Tier2,Tier2_College,85.6,0,1,0,72.3,1,56.8
1,39,Metro,Tier2_College,91.9,2,0,0,96.8,1,69.9
1,33,Tier2,IIT_NIT,66.5,4,3,1,74.0,0,46.4
1,37,Tier2,IIT_NIT,65.2,3,0,0,69.4,1,48.4
1,28,Metro,IIT_NIT,48.2,1,0,1,67.3,0,34.6
0,27,Tier3,Tier2_College,59.6,2,0,0,51.2,0,40.2
1,26,Tier2,Tier2_College,74.1,1,0,0,62.0,0,49.1
1,24,Tier3,IIT_NIT,46.7,4,0,1,66.1,1,36.4
1,33,Tier2,Tier2_College,96.7,6,0,1,93.2,1,74.8
1,36,Tier2,Tier3_College,63.0,4,0,1,39.8,1,58.5
1,31,Tier2,IIT_NIT,69.7,3,0,1,98.9,1,56.5
1,41,Tier2,Tier2_College,72.8,0,0,0,82.5,1,36.6
0,40,Tier2,IIT_NIT,83.8,3,0,0,61.3,0,56.5
1,37,Tier3,Tier3_College,71.7,4,0,0,74.5,0,55.4
1,32,Tier2,Tier2_College,53.0,5,0,0,60.5,0,43.1
1,29,Tier3,Tier3_College,73.9,4,0,0,93.1,0,54.5
0,24,Tier3,Tier2_College,83.8,1,0,0,46.1,1,59.7
0,44,Tier3,Tier3_College,55.5,4,1,0,45.3,0,43.3
0,28,Tier2,Tier2_College,79.2,9,1,0,73.3,0,73.4
1,44,Tier2,Tier2_College,71.6,3,0,0,71.7,0,63.1
1,28,Metro,Tier2_College,69.3,2,2,0,74.1,1,53.6
0,35,Tier2,Tier2_College,59.0,5,1,1,61.6,0,49.0
1,23,Metro,Tier3_College,64.9,9,0,0,64.5,0,45.3
1,31,Metro,Tier2_College,74.1,4,0,1,69.0,1,51.0
1,40,Metro,Tier2_College,62.1,3,3,0,87.5,0,40.8
1,30,Tier3,Tier3_College,54.3,3,0,0,83.4,0,41.3
1,37,Tier3,Tier2_College,53.7,4,0,0,78.9,0,25.6
1,40,Tier2,Tier3_College,71.9,3,0,1,62.6,1,54.9
0,39,Tier2,Tier2_College,74.8,3,1,0,51.0,1,61.7
1,30,Tier2,Tier3_College,67.1,4,1,0,91.7,0,59.2
1,37,Tier2,IIT_NIT,93.4,5,0,1,50.5,1,71.1
1,34,Tier2,Tier2_College,44.2,4,0,1,67.4,1,21.5
1,31,Metro,Tier2_College,73.3,5,1,0,75.0,1,50.7
1,41,Tier2,Tier2_College,42.2,3,1,0,100.0,1,37.4
0,35,Tier2,Tier2_College,66.5,6,2,0,65.2,0,37.9
1,33,Tier2,Tier2_College,71.5,3,1,1,78.3,1,53.8
0,40,Tier2,Tier3_College,65.5,3,1,0,71.5,0,50.3
0,28,Tier3,Tier3_College,40.7,3,1,1,78.9,0,39.3
1,44,Metro,Tier3_College,66.7,4,2,0,84.3,1,49.6
1,36,Metro,Tier3_College,68.0,3,1,1,80.5,1,48.9
0,37,Tier2,Tier3_College,80.6,4,2,0,69.5,0,43.6
0,29,Metro,Tier3_College,48.0,6,0,0,77.2,1,43.9
1,31,Metro,Tier3_College,88.2,5,0,0,69.2,0,58.7
0,25,Metro,Tier2_College,32.8,7,0,0,34.1,0,19.2
1,40,Tier2,Tier3_College,49.9,2,0,1,61.9,1,40.1
1,40,Metro,Tier3_College,70.5,4,0,0,79.6,0,42.2
1,42,Tier2,Tier3_College,72.3,2,0,0,62.1,0,64.2
0,36,Tier2,Tier2_College,89.2,3,2,0,64.2,1,77.1
0,35,Metro,IIT_NIT,70.7,4,1,1,65.1,1,49.7
1,22,Tier3,Tier3_College,66.6,2,0,0,63.8,0,50.1
1,37,Metro,Tier3_College,74.2,4,0,1,81.2,0,42.2
0,31,Tier3,Tier2_College,35.2,5,2,1,65.5,0,22.7
1,40,Tier3,IIT_NIT,53.9,1,0,0,68.1,0,46.9
0,43,Metro,Tier2_College,51.5,8,2,0,40.5,0,49.5
1,24,Tier3,Tier2_College,81.3,1,0,1,47.7,0,56.0
0,26,Tier3,Tier2_College,86.2,1,0,0,69.6,0,61.9
1,30,Tier3,Tier2_College,94.1,4,2,1,55.8,0,70.4
0,39,Tier2,Tier3_College,76.0,2,1,0,73.1,0,40.2
0,32,Metro,Tier3_College,80.5,8,0,0,61.5,1,60.4
0,37,Tier3,Tier2_College,69.3,3,2,0,56.1,0,53.5
0,23,Metro,Tier3_College,61.0,2,0,0,48.1,1,60.0
1,33,Metro,Tier2_College,52.9,5,0,0,71.4,0,52.3
1,43,Metro,IIT_NIT,51.6,3,0,0,49.2,0,50.5
0,27,Metro,Tier2_College,48.8,5,0,0,55.1,0,50.6
1,32,Tier2,Tier3_College,78.2,4,0,1,64.2,1,68.3
1,29,Tier2,Tier3_College,62.3,3,0,1,76.9,0,43.4
1,33,Tier3,Tier3_College,57.9,5,0,1,70.8,0,40.2
1,23,Metro,Tier2_College,39.6,4,0,0,71.8,0,30.7
0,30,Tier3,IIT_NIT,55.2,0,0,0,72.0,0,31.6
0,36,Tier3,IIT_NIT,64.0,3,0,0,55.3,1,61.7
1,23,Metro,Tier3_College,46.5,5,0,1,76.1,1,35.5
0,22,Metro,Tier3_College,100.0,3,1,0,55.1,0,80.8
1,31,Tier3,Tier2_College,49.2,1,0,1,65.8,1,47.7
0,23,Tier2,Tier2_College,84.1,4,2,0,55.1,0,72.5
1,33,Tier3,Tier3_College,66.3,7,0,0,69.5,0,50.0
0,44,Tier2,Tier3_College,60.1,3,0,0,69.9,0,29.5
1,29,Tier2,Tier2_College,64.5,4,0,1,77.0,1,54.0
1,26,Metro,Tier3_College,68.2,2,0,0,66.4,0,55.7
1,43,Tier2,Tier2_College,71.2,3,0,1,77.0,1,59.9
0,22,Metro,IIT_NIT,54.3,4,0,0,70.5,0,38.0
1,36,Tier2,Tier2_College,75.8,5,0,0,64.8,0,48.0
1,27,Tier3,IIT_NIT,64.1,3,0,1,64.3,1,42.2
1,33,Tier2,Tier2_College,49.4,6,0,0,78.5,1,45.1
1,29,Tier3,Tier2_College,62.0,1,0,1,70.8,0,54.5
1,34,Tier2,Tier2_College,87.9,4,0,0,64.6,1,77.3
1,40,Tier2,Tier2_College,71.1,1,0,0,86.8,1,58.1
0,22,Tier2,Tier2_College,68.1,0,1,0,42.6,0,45.0
1,32,Tier3,IIT_NIT,62.4,4,0,1,58.9,0,50.5
1,41,Tier2,Tier3_College,63.5,8,3,1,59.3,1,44.1
0,22,Metro,Tier2_College,71.1,6,1,0,54.1,1,53.2
0,29,Tier3,Tier2_College,64.3,2,0,0,57.0,0,53.8
0,26,Tier2,Tier3_College,74.4,4,2,0,84.0,0,51.4
1,38,Metro,Tier2_College,72.5,4,0,0,60.0,0,55.8
1,29,Tier2,Tier2_College,51.3,10,0,0,74.1,0,55.1
1,31,Tier3,Tier2_College,75.4,6,1,0,70.6,0,79.0
1,23,Tier2,Tier3_College,54.6,1,0,1,85.2,0,47.9
1,30,Metro,Tier3_College,54.1,4,1,0,79.6,0,30.6
0,45,Tier3,Tier2_College,67.6,4,2,1,73.0,1,57.1
0,44,Tier3,Tier3_College,71.6,2,0,0,84.7,0,52.4
1,24,Tier2,IIT_NIT,76.6,3,0,1,61.5,0,54.9
0,39,Metro,Tier3_College,37.8,2,3,0,66.8,0,23.2
0,28,Metro,Tier2_College,79.0,3,0,0,59.9,1,52.2
1,36,Tier2,Tier3_College,73.8,5,0,1,46.5,0,62.6
1,42,Tier3,Tier2_College,57.8,7,1,1,49.0,0,53.2
1,43,Metro,Tier2_College,64.7,3,3,1,72.6,0,55.9
1,41,Metro,Tier3_College,70.8,4,0,0,60.6,0,48.9
1,39,Metro,Tier3_College,20.0,1,0,1,63.9,0,11.9
0,24,Tier2,IIT_NIT,50.5,10,0,0,78.5,0,59.3
1,44,Metro,Tier2_College,84.3,2,0,0,77.0,1,56.1
1,35,Metro,Tier2_College,59.6,3,0,1,88.0,1,46.7
0,45,Metro,Tier2_College,66.8,2,1,1,74.3,1,43.3
0,23,Tier2,Tier2_College,66.4,4,1,0,68.6,0,51.1
1,35,Tier2,Tier2_College,78.0,2,0,0,84.6,1,52.3
0,43,Metro,Tier2_College,62.3,5,1,1,67.2,0,46.6
1,32,Tier3,Tier2_College,63.5,5,2,0,72.5,1,56.1
1,37,Metro,Tier2_College,70.7,9,0,1,67.2,0,52.3
0,29,Tier2,Tier2_College,79.9,6,3,0,65.1,0,67.8
0,28,Tier3,Tier2_College,84.3,1,0,0,57.8,0,53.5
0,32,Tier2,Tier3_College,63.5,6,0,0,68.5,0,55.0
0,24,Tier2,IIT_NIT,61.1,3,1,0,49.0,1,36.5
0,38,Metro,Tier2_College,66.0,2,2,0,64.2,1,46.7
1,35,Tier3,Tier2_College,86.7,4,0,1,76.6,1,69.0
0,27,Tier2,Tier2_College,78.9,4,1,0,50.3,0,68.2
1,29,Tier3,Tier3_College,61.3,1,0,1,74.0,0,44.0
0,43,Metro,Tier2_College,45.4,4,1,0,79.9,0,34.3
1,26,Tier2,Tier2_College,83.5,3,1,1,87.2,0,56.2
0,29,Tier3,Tier3_College,85.1,5,1,0,47.8,0,70.6
0,23,Tier3,Tier3_College,52.4,8,0,0,56.7,0,53.4
1,36,Metro,IIT_NIT,61.8,4,0,1,81.7,1,38.4
1,33,Tier3,Tier2_College,80.3,7,0,0,61.0,1,58.0
0,38,Metro,Tier2_College,73.4,6,3,1,59.5,0,58.7
1,22,Tier2,Tier2_College,40.1,6,3,1,69.5,0,47.2
1,36,Metro,Tier2_College,52.2,3,0,0,68.2,0,45.7
1,35,Tier2,Tier2_College,76.1,6,0,0,75.3,1,52.8
0,41,Metro,Tier2_College,71.5,6,0,1,58.7,0,47.9
0,43,Metro,Tier3_College,77.3,1,0,1,63.9,0,61.3
1,37,Metro,Tier2_College,78.9,6,0,0,73.0,1,56.9
1,30,Metro,Tier2_College,71.4,4,2,0,69.5,0,47.0
1,22,Tier3,Tier3_College,73.9,6,2,1,57.2,0,47.6
1,38,Tier3,IIT_NIT,60.0,3,0,1,51.5,0,54.9
1,34,Tier3,Tier2_College,69.6,7,0,0,73.2,1,49.3
0,42,Metro,Tier2_College,72.4,2,1,0,62.3,0,38.1
1,42,Tier2,Tier2_College,91.9,9,0,0,70.8,1,62.9
0,26,Tier2,Tier2_College,56.5,8,3,0,49.4,0,44.1
1,31,Tier3,IIT_NIT,78.1,2,0,1,77.9,0,62.7
1,27,Tier2,IIT_NIT,66.4,8,0,0,69.3,1,57.6
1,45,Tier3,IIT_NIT,78.4,3,0,0,62.2,1,60.6
0,40,Tier3,Tier3_College,66.3,4,0,1,82.5,0,58.5
0,34,Tier3,IIT_NIT,84.5,4,0,0,54.8,1,74.4
0,22,Metro,IIT_NIT,57.6,3,1,0,72.8,0,50.8
0,41,Metro,Tier3_College,70.0,6,2,0,71.1,1,68.2
0,36,Tier2,Tier2_College,74.2,3,2,0,57.6,0,63.0
1,35,Tier2,Tier2_College,58.5,3,0,1,68.9,1,26.3
0,29,Metro,IIT_NIT,72.3,5,0,0,69.6,1,62.8
0,31,Metro,Tier3_College,82.1,4,0,1,73.6,1,63.2
1,30,Tier3,IIT_NIT,67.1,4,0,0,66.9,0,55.0
1,38,Tier2,Tier3_College,78.5,4,0,1,71.5,1,63.3
1,30,Metro,Tier3_College,58.6,3,0,1,76.4,1,54.4
0,24,Tier2,Tier2_College,52.6,4,1,1,37.7,0,36.8
1,32,Tier2,Tier2_College,77.7,6,0,1,64.4,0,58.3
0,33,Tier3,Tier2_College,60.2,3,0,0,64.3,0,44.5
0,31,Metro,Tier2_College,44.5,1,0,0,38.4,1,38.9
1,38,Tier2,Tier2_College,57.4,2,0,1,71.4,1,52.1
0,38,Tier2,Tier2_College,86.9,5,0,0,88.7,1,60.6
1,32,Metro,Tier3_College,82.8,2,0,1,82.0,1,73.8
0,43,Tier3,Tier2_College,52.3,4,0,0,53.4,0,50.9
0,25,Tier2,Tier3_College,47.5,3,1,1,91.7,0,34.0
